name,city,state,website,num_of_children,children_properties
Roberto's Mexican Food,Encinitas,California,https://www.hospitalityonline.com/robertos/locations,6,http://www.robertos.us/index.php
ABC Investment & Management Company,Huntersville,North Carolina,https://www.hospitalityonline.com/abc-inns/locations,8,http://abcinns.com
Hilton Garden Inn Iowa City,Iowa City,Iowa,https://www.hospitalityonline.com/hgi-iowa-city/locations,1,https://hiltongardeninn3.hilton.com/en/hotels/iowa/hilton-garden-inn-iowa-city-downtown-university-IOWDOGI/index.html
I Square Management,Little Rock,Arkansas,https://www.hospitalityonline.com/isquare-management/locations,8,http://isquarecap.com/index.php#
Hotel INNvestment Group,Irvine,California,https://www.hospitalityonline.com/innvestment/locations,1,http://www.innvestment.net/
Novus Odenton,Odenton,Maryland,https://www.hospitalityonline.com/novus-odenton/locations,3,http://novusodenton.com
Moody National,Houston,Texas,https://www.hospitalityonline.com/moody-national/locations,14,http://moodynational.com/
Inn Serve Corporation,Meridian,Mississippi,https://www.hospitalityonline.com/employers/216174/locations,5,http://www.inn-serve.com
The Walt Disney Company,Burbank,California,https://www.hospitalityonline.com/walt-disney-company/locations,5,http://corporate.disney.go.com/careers
Coach America,Dallas,Texas,https://www.hospitalityonline.com/employers/227043/locations,3,http://CoachAmerica.com
"Personality Hotels, Inc",San Francisco,California,https://www.hospitalityonline.com/personality-hotels/locations,2,http://www.personalityhotels.com
Greystone Hotels,San Francisco,California,https://www.hospitalityonline.com/greystone-hotels/locations,5,http://www.greystonehotels.com
McHugh Hospitality Group,Effingham,Illinois,https://www.hospitalityonline.com/mchughhg/locations,4,http://www.mchughhospitality.com
TOG Hotel Properties,Santa Ana,California,https://www.hospitalityonline.com/tog-hotel-properties/locations,5,http://www.toghotels.com/index.html
Synergy Hospitality,Wayne,Pennsylvania,https://www.hospitalityonline.com/synergy-hospitality/locations,5,http://www.synergyhotels.com
International Resort Properties,Denver,Colorado,https://www.hospitalityonline.com/international-resort-properties/locations,1,http://iresortproperties.com
Aikens Hotel Group,Winchester,Virginia,https://www.hospitalityonline.com/aikens-hotel-group/locations,6,http://aikensgroup.com
Holiday Inn Club Vacations,Orlando,Florida,https://www.hospitalityonline.com/holiday-inn-club-vacations/locations,30,https://careers.holidayinnclub.com
Rebel Hospitality LLC,Chicago,Illinois,https://www.hospitalityonline.com/rebel-hospitality/locations,2,http://www.rebelhospitalityllc.com
"Hotel Distil, Autograph Collection",Louisville,Kentucky,https://www.hospitalityonline.com/hotel-distil/locations,2,https://www.marriott.com/hotels/travel/sdfak-hotel-distil-autograph-collection/
New York Inns Hotel Group,New York,New York,https://www.hospitalityonline.com/employers/221626/locations,2,http://NYInns.com
Harper Associates,Farmington Hills,Michigan,https://www.hospitalityonline.com/harper-associates/locations,6,http://www.harperjobs.com
Kensington Management,Sherwood,Oregon,https://www.hospitalityonline.com/kensington-management/locations,5,http://kensingtonmgt.com/
CE Hospitality,Laguna Hills,California,https://www.hospitalityonline.com/ce-hospitality/locations,4,http://www.cehospitality.org
Hilton Harrisburg,Harrisburg,Pennsylvania,https://www.hospitalityonline.com/hilton-harrisburg/locations,2,http://www3.hilton.com/en/hotels/pennsylvania/hilton-harrisburg-MDTHHHF/index.html
RockResorts,Broomfield,Colorado,https://www.hospitalityonline.com/rockresorts/locations,5,http://rockresorts.com/Default.asp
Reliance Medical Centers,Lakeland,Florida,https://www.hospitalityonline.com/reliance-medical-centers/locations,2,https://reliancemedicalcenters.com/
Hampton Inn by Hilton New Paltz,New Paltz,New York,https://www.hospitalityonline.com/hampton-inn-by-hilton-new-paltz/locations,1,https://www.hilton.com/en/hotels/pounphx-hampton-new-paltz/?fbclid=IwAR1vbC67Fwg8EIiJUPBmm9Nb6sAdLw4kKhiUPvngTISkJTNH6DpkTNY6kGc
Smilepoint Group,Beaumont,Texas,https://www.hospitalityonline.com/employers/281429/locations,19,https://www.smilepoint.us/
Magnetic / ERV,Seattle,Washington,https://www.hospitalityonline.com/magnetic/locations,1,http://www.magnetic-erv.com/
Coho Services,Vancouver,Washington,https://www.hospitalityonline.com/coho/locations,18,http://www.cohoserv.com
ZJZ Hospitality Inc,Corpus Christi,Texas,https://www.hospitalityonline.com/zjz/locations,4,http://zjzhospitality.com
Bennett Hospitality,Charleston,South Carolina,https://www.hospitalityonline.com/bennett-hospitality/locations,2,http://www.bennetthospitality.com
Picayune Hospitality LLC,Picayune,Mississippi,https://www.hospitalityonline.com/picayune-hospitality-llc/locations,1,http://www.hiexpresspicayune.com
Sherman Associates,Minneapolis,Minnesota,https://www.hospitalityonline.com/sherman-associates/locations,4,http://www.sherman-associates.com/
Paradigm Hotels Group,South San Francisco,California,https://www.hospitalityonline.com/paradigm-hotels-group/locations,3,http://www.paradigmhotelsgroup.com
360 Hotel Group,Lynnwood,Washington,https://www.hospitalityonline.com/360-hotel-group/locations,6,http://www.360hotelgroup.com
North Beach Village Resort,Fort Lauderdale,Florida,https://www.hospitalityonline.com/nbv-resort/locations,15,http://northbeachvillageresort.com
"ShoLodge, Inc",Hendersonville,Tennessee,https://www.hospitalityonline.com/employers/204299/locations,1,http://www.shoneysinn.com
Mid America Lodging Group,Auburn Hills,Michigan,https://www.hospitalityonline.com/mid-america-lodging-group/locations,7,http://malodginggroup.com/about-us
Giri Hotels,Quincy,Massachusetts,https://www.hospitalityonline.com/giri-hotels/locations,35,https://girihotels.com
Lineage Logistics,Novi,Michigan,https://www.hospitalityonline.com/lineage-logistics/locations,6,https://www.lineagelogistics.com/
Wendy's Company,Dublin,Ohio,https://www.hospitalityonline.com/wendys-corporate/locations,7,https://www.wendys.com/
Fidelity Investments Corporate Office,Boston,Massachusetts,https://www.hospitalityonline.com/fidelity-careers/locations,7,http://Fidelitycareers.com
Lexington Hospitality,Lexington,South Carolina,https://www.hospitalityonline.com/lexington-hospitality/locations,2,http://www.lexingtonhospitality.net
Starbucks,Seattle,Washington,https://www.hospitalityonline.com/employers/231770/locations,1,http://www.starbucks.com
Cobblestone Hotels/WHG Companies,Neenah,Wisconsin,https://www.hospitalityonline.com/whg-hotels/locations,85,https://www.whgco.com/
VIP Hospitality Group,Beaverton,Oregon,https://www.hospitalityonline.com/vip-hospitality/locations,1,http://www.viphgroup.com
"Abigail Kirsch, Catering Relationships",Tarrytown,New York,https://www.hospitalityonline.com/employers/207427/locations,2,http://www.abigailkirsch.com
Lincoln Hotel Group,Lincoln,Nebraska,https://www.hospitalityonline.com/lincolnhotelgroup/locations,7,https://lincolnhotelgroup.com
Grand Pacific Resort Management,Carlsbad,California,https://www.hospitalityonline.com/grand-pacific/locations,17,http://www.grandpacificresorts.com
ClubCorp,Dallas,Texas,https://www.hospitalityonline.com/clubcorp/locations,12,http://clubcorp.com
The Hampshire Hospitality Group,Northampton,Massachusetts,https://www.hospitalityonline.com/hampshire-hospitality-group/locations,6,http://www.hampshirehospitality.com
Hospital Housekeeping Systems,Austin,Texas,https://www.hospitalityonline.com/hospital-housekeeping-systems/locations,2,http://www.hhs1.com
Five Points Hospitality Inc,Fayetteville,North Carolina,https://www.hospitalityonline.com/five-points-hospitality/locations,3,http://5pointsnc.com
C&L Hospitality,Louisville,Kentucky,https://www.hospitalityonline.com/employers/234066/locations,2,http://www.clhospitality.com/
Compass Group North America,Charlotte,North Carolina,https://www.hospitalityonline.com/compass-group/locations,10,http://www.compassgroupcareers.com
Sea Island Resort,Sea Island,Georgia,https://www.hospitalityonline.com/sea-island-company/locations,4,https://www.seaisland.com
Saunders Hotel Group,Boston,Massachusetts,https://www.hospitalityonline.com/saunders-hotel-group/locations,4,http://www.saundershotelgroup.net
General Hotels Corporation,Indianapolis,Indiana,https://www.hospitalityonline.com/general-hotels-corporation/locations,31,http://www.genhotels.com
"Decade Properties, Inc.",Brookfield,Wisconsin,https://www.hospitalityonline.com/employers/243822/locations,4,http://www.decadeproperties.com/HOTELS.htm
Dhillon Hotels Incorporated,Dublin,California,https://www.hospitalityonline.com/dhillon-hotels/locations,4,http://www.dhillonco.com/
Lutheran Life Communities,Arlington Heights,Illinois,https://www.hospitalityonline.com/lutheran-life-communities/locations,6,https://www.lutheranlifecommunities.org/
Lotus Hotels and Investments,Walnut Creek,California,https://www.hospitalityonline.com/lotus-hotels/locations,2,http://www.lotushotels.com
"Pinnacle Hospitality Group, Inc.",Avon,Connecticut,https://www.hospitalityonline.com/employers/204063/locations,1,http://www.pinnacle-inns.com
Ashton Gardens Buford,Buford,Georgia,https://www.hospitalityonline.com/ashton-gardens-buford/locations,1,http://www.ashtongardens.com
Pennbridge Lodging,Eagle,Idaho,https://www.hospitalityonline.com/pennbridge-lodging/locations,8,https://www.pennbridge.com
Opal Hotels Group,Raleigh,North Carolina,https://www.hospitalityonline.com/opal-hotels-group/locations,6,http://www.opalhotelsgroup.com
Riley Hotel Group,Medina,Ohio,https://www.hospitalityonline.com/riley-hotel-group/locations,14,http://www.rileyhotelgroup.com/
B Hotels and Resorts,Weston,Florida,https://www.hospitalityonline.com/b-hotels-and-resorts/locations,1,http://www.bhotelsandresorts.com
Ace Parking,San Diego,California,https://www.hospitalityonline.com/ace-parking/locations,1,http://www.aceparking.com/
Madison Square Garden,New York,New York,https://www.hospitalityonline.com/employers/227315/locations,2,http://www.thegarden.com
Desai Hotel Group,Jackson,Mississippi,https://www.hospitalityonline.com/desai-hotel-group/locations,9,http://www.desaihotelgroup.com
BayStar Hotel Group LLC,Tampa,Florida,https://www.hospitalityonline.com/baystar-hotel-group/locations,1,http://www.baystarhotels.com
American Cruise Lines,Guilford,Connecticut,https://www.hospitalityonline.com/american-cruise-lines/locations,1,http://www.aclcareers.com
Huttopia North America,Sanford,Maine,https://www.hospitalityonline.com/huttopia-north-america/locations,4,https://canada-usa.huttopia.com/en/
Rosdev Hotels,Montreal,Quebec,https://www.hospitalityonline.com/rosdev-hotels/locations,7,http://www.rosdevhotels.com/
HotelSouth Management LLC,Baton Rouge,Louisiana,https://www.hospitalityonline.com/hotelsouth/locations,2,http://www.hotelsouthmanagement.com
Sejwad Hospitality,Columbia,South Carolina,https://www.hospitalityonline.com/sejwad-hospitality/locations,3,http://www.sejwadhospitality.com
Phoenix Hospitality Group,Boerne,Texas,https://www.hospitalityonline.com/phoenix-hospitality-group/locations,7,http://phoenixhospitalitygroup.com/
Sixty Hotels,New York,New York,https://www.hospitalityonline.com/sixty-hotels/locations,5,http://www.sixtyhotels.com
Chandler Hotel Group,Scottsdale,Arizona,https://www.hospitalityonline.com/chandler-hotel-group/locations,1,http://www.chandlerhotelgroup.com
Hollander Hospitality,Bellingham,Washington,https://www.hospitalityonline.com/hollander-investments-inc/locations,7,http://www.hollanderhospitality.com
Jiten Hotel Management,Brockton,Massachusetts,https://www.hospitalityonline.com/jiten-hotel-management/locations,5,http://www.jitenhotels.com/
Magnolia Lodging,Lewisville,Texas,https://www.hospitalityonline.com/magnolia-lodging/locations,8,http://www.magnolialodging.com
Globiwest Hospitality,Artesia,California,https://www.hospitalityonline.com/globiwest/locations,16,http://www.globiwest.com
LinGate Hospitality,Owensboro,Kentucky,https://www.hospitalityonline.com/lingate-hospitality/locations,17,https://www.lingatehospitality.com/
Sunstream Hospitality,Fort Myers Beach,Florida,https://www.hospitalityonline.com/employers/237029/locations,7,http://sunstreamhospitality.com/capabilities/hotel-resort-management/
Penn State Hospitality Services,State College,Pennsylvania,https://www.hospitalityonline.com/employers/205794/locations,2,https://pshs.psu.edu
Mario Tricoci Hair Salons and Spas,Palatine,Illinois,https://www.hospitalityonline.com/mario-tricoci-salons/locations,1,http://www.tricoci.com
"NorthPointe Hospitality Management, LLC",Buford,Georgia,https://www.hospitalityonline.com/northpointe-hospitality/locations,9,https://northph.com
"LesConcierges, Inc.",San Francisco,California,https://www.hospitalityonline.com/lesconcierges-inc/locations,1,http://www.lesconcierges.com/
Patton Hospitality Management LLC,Asheville,North Carolina,https://www.hospitalityonline.com/patton-hospitality-mgmt/locations,2,http://www.pattonhospitality.com
"Apple-Metro, Inc.",Harrison,New York,https://www.hospitalityonline.com/apple-metro/locations,5,http://www.applemetrorestaurants.com/en/about
21c Museum Hotels,Louisville,Kentucky,https://www.hospitalityonline.com/21c-museum-hotels/locations,8,http://www.21cmuseumhotels.com
The Al J. Schneider Company,Louisville,Kentucky,https://www.hospitalityonline.com/al-j-schneider/locations,2,http://www.aljsco.com/
InnVite Hospitality,Columbus,Ohio,https://www.hospitalityonline.com/innvite/locations,13,http://www.InnVitehospitality.com
Halekulani Hotel,Honolulu,Hawaii,https://www.hospitalityonline.com/halekulani/locations,1,http://www.halekulani.com
"Capitol Broadcasting Company, Inc",Raleigh,North Carolina,https://www.hospitalityonline.com/capitol-broadcasting/locations,3,http://www.capitolbroadcasting.com/
Village Green Companies,Farmington Hills,Michigan,https://www.hospitalityonline.com/employers/213738/locations,1,http://www.villagegreen.com
Holihil Corporation,Springfield,New Jersey,https://www.hospitalityonline.com/employers/223588/locations,1,http://www.ichotelsgroup.com/h/d/hi/1/en/hotel/SPRNJ/welcome
Royal Hotel Investments,Duluth,Georgia,https://www.hospitalityonline.com/royal-hotel-investments/locations,3,http://www.royalhotelinvestments.com/index.cfm/id:1374
DineEquity,Glendale,California,https://www.hospitalityonline.com/dineequity/locations,62,http://www.dineequity.com/index.html
Gulfside Resorts,Indian Rocks Beach,Florida,https://www.hospitalityonline.com/employers/237565/locations,4,https://www.gulfsideresorts.com
Accent Inns,Victoria,British Columbia,https://www.hospitalityonline.com/accent-inns/locations,7,https://www.accentinns.com
